"Row.names","Connectivity","PValue","pert_id","pert_iname","pert_type","cell_id","pert_idose","pert_itime","distil_id"
"AML001_HL60_24H:BRD-K27499107:10"," 0.44808","0.0051546","BRD-K27499107","carbacyclin","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:E07|AML001_HL60_24H_X1_F1B10:E15|AML001_HL60_24H_X1_F1B10:E19|AML001_HL60_24H_X2_F1B10:E03|AML001_HL60_24H_X2_F1B10:E07|AML001_HL60_24H_X2_F1B10:E15|AML001_HL60_24H_X3_F1B10:E03|AML001_HL60_24H_X3_F1B10:E07|AML001_HL60_24H_X3_F1B10:E15|AML001_HL60_24H_X3_F1B10:E19"
"AML001_HL60_24H:BRD-K03439359:1.11111"," 0.45418","0.0839510","BRD-K03439359","BRD-K03439359","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:D01|AML001_HL60_24H_X1_F1B10:D13|AML001_HL60_24H_X2_F1B10:D01|AML001_HL60_24H_X2_F1B10:D13|AML001_HL60_24H_X3_F1B10:D01|AML001_HL60_24H_X3_F1B10:D13"
"AML001_HL60_24H:BRD-K85822033:3.33333"," 0.46373","0.0789470","BRD-K85822033","BRD-K85822033","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:C08|AML001_HL60_24H_X1_F1B10:C20|AML001_HL60_24H_X2_F1B10:C08|AML001_HL60_24H_X2_F1B10:C20|AML001_HL60_24H_X3_F1B10:C08|AML001_HL60_24H_X3_F1B10:C20"
"AML001_HL60_6H:BRD-K65971331:3.33333"," 0.46626","0.0656030","BRD-K65971331","BRD-K65971331","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:E02|AML001_HL60_6H_X1_F1B10:E14|AML001_HL60_6H_X2_B11:E02|AML001_HL60_6H_X2_B11:E14|AML001_HL60_6H_X3_F1B10:E02|AML001_HL60_6H_X3_F1B10:E14"
"AML001_HL60_6H:BRD-K57391913:0.37037"," 0.46728","0.0631810","BRD-K57391913","iloprost","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:F10|AML001_HL60_6H_X1_F1B10:F22|AML001_HL60_6H_X2_B11:F10|AML001_HL60_6H_X2_B11:F22|AML001_HL60_6H_X3_F1B10:F10|AML001_HL60_6H_X3_F1B10:F22"
"AML001_HL60_24H:BRD-K63513868:10"," 0.46751","0.0758620","BRD-K63513868","BRD-K63513868","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:O03|AML001_HL60_24H_X1_F1B10:O15|AML001_HL60_24H_X2_F1B10:O03|AML001_HL60_24H_X2_F1B10:O15|AML001_HL60_24H_X3_F1B10:O03|AML001_HL60_24H_X3_F1B10:O15"
"AML001_HL60_24H:BRD-K71879491:10"," 0.46962","0.0126580","BRD-K71879491","tretinoin","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:G11|AML001_HL60_24H_X1_F1B10:G23|AML001_HL60_24H_X2_F1B10:G11|AML001_HL60_24H_X2_F1B10:G23|AML001_HL60_24H_X3_F1B10:G11|AML001_HL60_24H_X3_F1B10:G23"
"AML001_HL60_6H:BRD-K57391913:1.11111"," 0.47491","0.0625000","BRD-K57391913","iloprost","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:F09|AML001_HL60_6H_X1_F1B10:F21|AML001_HL60_6H_X2_B11:F09|AML001_HL60_6H_X2_B11:F21|AML001_HL60_6H_X3_F1B10:F09|AML001_HL60_6H_X3_F1B10:F21"
"AML001_HL60_24H:BRD-K95149906:10"," 0.47867","0.0054795","BRD-K95149906","BRD-K95149906","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:I19|AML001_HL60_24H_X2_F1B10:I07|AML001_HL60_24H_X2_F1B10:I19|AML001_HL60_24H_X3_F1B10:I07|AML001_HL60_24H_X3_F1B10:I19"
"AML001_HL60_6H:BRD-A75409952:3.33333"," 0.47916","0.0380950","BRD-A75409952","wortmannin","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:M10|AML001_HL60_6H_X1_F1B10:M22|AML001_HL60_6H_X2_B11:M10|AML001_HL60_6H_X2_B11:M22|AML001_HL60_6H_X3_F1B10:M10|AML001_HL60_6H_X3_F1B10:M22"
"AML001_HL60_6H:BRD-K74176882:1.11111"," 0.49605","0.0160770","BRD-K74176882","BRD-K74176882","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:P07|AML001_HL60_6H_X1_F1B10:P19|AML001_HL60_6H_X2_B11:P07|AML001_HL60_6H_X2_B11:P19|AML001_HL60_6H_X3_F1B10:P07|AML001_HL60_6H_X3_F1B10:P19"
"AML001_HL60_6H:BRD-A75409952:1.11111"," 0.49886","0.0073801","BRD-A75409952","wortmannin","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:N09|AML001_HL60_6H_X1_F1B10:N21|AML001_HL60_6H_X2_B11:N09|AML001_HL60_6H_X2_B11:N21|AML001_HL60_6H_X3_F1B10:N09|AML001_HL60_6H_X3_F1B10:N21"
"AML001_HL60_6H:BRD-A75409952:0.37037"," 0.50451","0.0045249","BRD-A75409952","wortmannin","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:N10|AML001_HL60_6H_X1_F1B10:N22|AML001_HL60_6H_X2_B11:N10|AML001_HL60_6H_X2_B11:N22|AML001_HL60_6H_X3_F1B10:N10|AML001_HL60_6H_X3_F1B10:N22"
"AML001_HL60_24H:BRD-A19500257:0.37037"," 0.50799","0.0329950","BRD-A19500257","geldanamycin","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:L04|AML001_HL60_24H_X2_F1B10:L04|AML001_HL60_24H_X2_F1B10:L16|AML001_HL60_24H_X3_F1B10:L04|AML001_HL60_24H_X3_F1B10:L16"
"AML001_HL60_6H:P02"," 0.50841","0.0069444","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:P02|AML001_HL60_6H_X3_F1B10:P02"
"AML001_HL60_6H:BRD-K85822033:10"," 0.51190","0.0074442","BRD-K85822033","BRD-K85822033","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:C07|AML001_HL60_6H_X1_F1B10:C19|AML001_HL60_6H_X2_B11:C07|AML001_HL60_6H_X2_B11:C19|AML001_HL60_6H_X3_F1B10:C07|AML001_HL60_6H_X3_F1B10:C19"
"AML001_HL60_24H:BRD-K19706299:10"," 0.51205","0.0090090","BRD-K19706299","MRE-269","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:E11|AML001_HL60_24H_X1_F1B10:E23|AML001_HL60_24H_X2_F1B10:E11|AML001_HL60_24H_X2_F1B10:E23|AML001_HL60_24H_X3_F1B10:E11|AML001_HL60_24H_X3_F1B10:E23"
"AML001_HL60_6H:P24"," 0.51620","0.0091324","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:P24|AML001_HL60_6H_X2_B11:P24|AML001_HL60_6H_X3_F1B10:P24"
"AML001_HL60_6H:BRD-K49071277:3.33333"," 0.51672","0.0137360","BRD-K49071277","securinine","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:A04|AML001_HL60_6H_X1_F1B10:A16|AML001_HL60_6H_X2_B11:A04|AML001_HL60_6H_X2_B11:A16|AML001_HL60_6H_X3_F1B10:A04|AML001_HL60_6H_X3_F1B10:A16"
"AML001_HL60_24H:O01"," 0.51787","0.0340720","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:O01"
"AML001_HL60_24H:BRD-K74176882:0.37037"," 0.51930","0.0098361","BRD-K74176882","BRD-K74176882","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:P08|AML001_HL60_24H_X1_F1B10:P20|AML001_HL60_24H_X2_F1B10:P08|AML001_HL60_24H_X2_F1B10:P20|AML001_HL60_24H_X3_F1B10:P08|AML001_HL60_24H_X3_F1B10:P20"
"AML001_HL60_6H:BRD-K74176882:0.37037"," 0.52191","0.0247150","BRD-K74176882","BRD-K74176882","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:P08|AML001_HL60_6H_X1_F1B10:P20|AML001_HL60_6H_X2_B11:P08|AML001_HL60_6H_X2_B11:P20|AML001_HL60_6H_X3_F1B10:P08"
"AML001_HL60_6H:BRD-K74176882:3.33333"," 0.52644","0.0183250","BRD-K74176882","BRD-K74176882","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:O08|AML001_HL60_6H_X1_F1B10:O20|AML001_HL60_6H_X2_B11:O08|AML001_HL60_6H_X2_B11:O20|AML001_HL60_6H_X3_F1B10:O08|AML001_HL60_6H_X3_F1B10:O20"
"AML001_HL60_6H:BRD-A19500257:10"," 0.52674","0.0201100","BRD-A19500257","geldanamycin","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K03|AML001_HL60_6H_X1_F1B10:K15|AML001_HL60_6H_X2_B11:K03|AML001_HL60_6H_X2_B11:K15|AML001_HL60_6H_X3_F1B10:K03|AML001_HL60_6H_X3_F1B10:K15"
"AML001_HL60_6H:BRD-A73513677:1.11111"," 0.53133","0.0140060","BRD-A73513677","BRD-A73513677","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:N01|AML001_HL60_6H_X1_F1B10:N13|AML001_HL60_6H_X2_B11:N01|AML001_HL60_6H_X2_B11:N13|AML001_HL60_6H_X3_F1B10:N01|AML001_HL60_6H_X3_F1B10:N13"
"AML001_HL60_24H:BRD-K93754473:0.49846"," 0.53250","0.0028736","BRD-K93754473","tamoxifen","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:D04|AML001_HL60_24H_X1_F1B10:D16|AML001_HL60_24H_X2_F1B10:D04|AML001_HL60_24H_X2_F1B10:D16|AML001_HL60_24H_X3_F1B10:D04|AML001_HL60_24H_X3_F1B10:D16"
"AML001_HL60_6H:BRD-A73558769:0.37037"," 0.53623","0.0116090","BRD-A73558769","BRD-A73558769","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:B12|AML001_HL60_6H_X1_F1B10:B24|AML001_HL60_6H_X2_B11:B12|AML001_HL60_6H_X2_B11:B24|AML001_HL60_6H_X3_F1B10:B12|AML001_HL60_6H_X3_F1B10:B24"
"AML001_HL60_24H:BRD-K16300438:10"," 0.53860","0.0070423","BRD-K16300438","BRD-K16300438","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:I05|AML001_HL60_24H_X1_F1B10:I17|AML001_HL60_24H_X2_F1B10:I05|AML001_HL60_24H_X2_F1B10:I17|AML001_HL60_24H_X3_F1B10:I05|AML001_HL60_24H_X3_F1B10:I17"
"AML001_HL60_6H:BRD-K03439359:3.33333"," 0.54053","0.0099834","BRD-K03439359","BRD-K03439359","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:C02|AML001_HL60_6H_X1_F1B10:C14|AML001_HL60_6H_X2_B11:C02|AML001_HL60_6H_X2_B11:C14|AML001_HL60_6H_X3_F1B10:C02|AML001_HL60_6H_X3_F1B10:C14"
"AML001_HL60_24H:BRD-K68552125:0.37037"," 0.54060","0.0085837","BRD-K68552125","phorbol-myristate-acetate","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:L20|AML001_HL60_24H_X2_F1B10:L08|AML001_HL60_24H_X3_F1B10:L20"
"AML001_HL60_24H:BRD-K95149906:0.37037"," 0.54659","0.0128440","BRD-K95149906","BRD-K95149906","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:J08|AML001_HL60_24H_X1_F1B10:J20|AML001_HL60_24H_X2_F1B10:J08|AML001_HL60_24H_X2_F1B10:J20|AML001_HL60_24H_X3_F1B10:J08|AML001_HL60_24H_X3_F1B10:J20"
"AML001_HL60_24H:BRD-K47084999:0.37037"," 0.55003","0.0116550","BRD-K47084999","BRD-K47084999","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:B08|AML001_HL60_24H_X1_F1B10:B20|AML001_HL60_24H_X2_F1B10:B08|AML001_HL60_24H_X2_F1B10:B20|AML001_HL60_24H_X3_F1B10:B08|AML001_HL60_24H_X3_F1B10:B20"
"AML001_HL60_6H:P14"," 0.55242","0.0060606","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:P14|AML001_HL60_6H_X2_B11:P14"
"AML001_HL60_6H:BRD-A03772856:1.11111"," 0.55398","0.0098619","BRD-A03772856","BRD-A03772856","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:J03|AML001_HL60_6H_X1_F1B10:J15|AML001_HL60_6H_X2_B11:J03|AML001_HL60_6H_X2_B11:J15|AML001_HL60_6H_X3_F1B10:J03|AML001_HL60_6H_X3_F1B10:J15"
"AML001_HL60_24H:BRD-A75409952:10"," 0.55541","0.0024752","BRD-A75409952","wortmannin","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:M21|AML001_HL60_24H_X2_F1B10:M09|AML001_HL60_24H_X2_F1B10:M21|AML001_HL60_24H_X3_F1B10:M21"
"AML001_HL60_24H:BRD-K49071277:0.37037"," 0.55566","0.0032787","BRD-K49071277","securinine","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:B04|AML001_HL60_24H_X1_F1B10:B16|AML001_HL60_24H_X2_F1B10:B04|AML001_HL60_24H_X2_F1B10:B16|AML001_HL60_24H_X3_F1B10:B04|AML001_HL60_24H_X3_F1B10:B16"
"AML001_HL60_6H:BRD-K21918725:0.37037"," 0.55716","0.0062241","BRD-K21918725","BRD-K21918725","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:N12|AML001_HL60_6H_X1_F1B10:N24|AML001_HL60_6H_X2_B11:N12|AML001_HL60_6H_X2_B11:N24|AML001_HL60_6H_X3_F1B10:N12|AML001_HL60_6H_X3_F1B10:N24"
"AML001_HL60_6H:BRD-K13077924:3.33333"," 0.55764","0.0057971","BRD-K13077924","BRD-K13077924","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:C10|AML001_HL60_6H_X1_F1B10:C22|AML001_HL60_6H_X2_B11:C10|AML001_HL60_6H_X2_B11:C22|AML001_HL60_6H_X3_F1B10:C10|AML001_HL60_6H_X3_F1B10:C22"
"AML001_HL60_24H:BRD-K68552125:1.11111"," 0.56110","0.0027322","BRD-K68552125","phorbol-myristate-acetate","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:L19|AML001_HL60_24H_X2_F1B10:L07|AML001_HL60_24H_X2_F1B10:L19|AML001_HL60_24H_X3_F1B10:L07|AML001_HL60_24H_X3_F1B10:L19"
"AML001_HL60_24H:BRD-K53325797:0.37037"," 0.56532","0.0057471","BRD-K53325797","BRD-K53325797","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:D06|AML001_HL60_24H_X1_F1B10:D18|AML001_HL60_24H_X2_F1B10:D06|AML001_HL60_24H_X2_F1B10:D18|AML001_HL60_24H_X3_F1B10:D06|AML001_HL60_24H_X3_F1B10:D18"
"AML001_HL60_24H:BRD-K64302725:3.33333"," 0.56673","0.0093897","BRD-K64302725","KUC105208","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:O06|AML001_HL60_24H_X1_F1B10:O18|AML001_HL60_24H_X2_F1B10:O06|AML001_HL60_24H_X2_F1B10:O18|AML001_HL60_24H_X3_F1B10:O06|AML001_HL60_24H_X3_F1B10:O18"
"AML001_HL60_6H:BRD-A73513677:0.37037"," 0.56774","0.0142100","BRD-A73513677","BRD-A73513677","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:N02|AML001_HL60_6H_X1_F1B10:N14|AML001_HL60_6H_X2_B11:N02|AML001_HL60_6H_X2_B11:N14|AML001_HL60_6H_X3_F1B10:N02|AML001_HL60_6H_X3_F1B10:N14"
"AML001_HL60_6H:BRD-A74382794:1.11111"," 0.56846","0.0047170","BRD-A74382794","BRD-A74382794","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:L05|AML001_HL60_6H_X1_F1B10:L17|AML001_HL60_6H_X2_B11:L05|AML001_HL60_6H_X2_B11:L17|AML001_HL60_6H_X3_F1B10:L05|AML001_HL60_6H_X3_F1B10:L17"
"AML001_HL60_6H:BRD-A95504714:3.33333"," 0.56943","0.0104530","BRD-A95504714","BRD-A95504714","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:O10|AML001_HL60_6H_X1_F1B10:O22|AML001_HL60_6H_X2_B11:O10|AML001_HL60_6H_X2_B11:O22|AML001_HL60_6H_X3_F1B10:O10|AML001_HL60_6H_X3_F1B10:O22"
"AML001_HL60_24H:BRD-A72796238:3.33333"," 0.56962","0.0048309","BRD-A72796238","BRD-A72796238","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:G06|AML001_HL60_24H_X1_F1B10:G18|AML001_HL60_24H_X2_F1B10:G06|AML001_HL60_24H_X2_F1B10:G18|AML001_HL60_24H_X3_F1B10:G06|AML001_HL60_24H_X3_F1B10:G18"
"AML001_HL60_24H:BRD-K23623013:3.33333"," 0.56971","0.0028986","BRD-K23623013","UTMB-00042","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:M04|AML001_HL60_24H_X1_F1B10:M16|AML001_HL60_24H_X2_F1B10:M04|AML001_HL60_24H_X2_F1B10:M16|AML001_HL60_24H_X3_F1B10:M04|AML001_HL60_24H_X3_F1B10:M16"
"AML001_HL60_6H:BRD-A73558769:3.33333"," 0.57187","0.0045767","BRD-A73558769","BRD-A73558769","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:A12|AML001_HL60_6H_X1_F1B10:A24|AML001_HL60_6H_X2_B11:A12|AML001_HL60_6H_X2_B11:A24|AML001_HL60_6H_X3_F1B10:A12|AML001_HL60_6H_X3_F1B10:A24"
"AML001_HL60_24H:BRD-K19706299:0.37037"," 0.57795","0.0060976","BRD-K19706299","MRE-269","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:F12|AML001_HL60_24H_X1_F1B10:F24|AML001_HL60_24H_X2_F1B10:F12|AML001_HL60_24H_X2_F1B10:F24|AML001_HL60_24H_X3_F1B10:F12|AML001_HL60_24H_X3_F1B10:F24"
"AML001_HL60_24H:BRD-A45664787:3.33333"," 0.57799","0.0041667","BRD-A45664787","iloprost","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:I12|AML001_HL60_24H_X1_F1B10:I24|AML001_HL60_24H_X1_F1B10:K10|AML001_HL60_24H_X1_F1B10:K22|AML001_HL60_24H_X2_F1B10:I12|AML001_HL60_24H_X2_F1B10:I24|AML001_HL60_24H_X2_F1B10:K10|AML001_HL60_24H_X2_F1B10:K22|AML001_HL60_24H_X3_F1B10:I12|AML001_HL60_24H_X3_F1B10:I24|AML001_HL60_24H_X3_F1B10:K10|AML001_HL60_24H_X3_F1B10:K22"
"AML001_HL60_6H:BRD-A19500257:1.11111"," 0.57826","0.0115740","BRD-A19500257","geldanamycin","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:L03|AML001_HL60_6H_X1_F1B10:L15|AML001_HL60_6H_X2_B11:L03|AML001_HL60_6H_X2_B11:L15|AML001_HL60_6H_X3_F1B10:L03|AML001_HL60_6H_X3_F1B10:L15"
"AML001_HL60_6H:BRD-K49071277:0.37037"," 0.57879","0.0038023","BRD-K49071277","securinine","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:B04|AML001_HL60_6H_X1_F1B10:B16|AML001_HL60_6H_X2_B11:B04|AML001_HL60_6H_X2_B11:B16|AML001_HL60_6H_X3_F1B10:B04|AML001_HL60_6H_X3_F1B10:B16"
"AML001_HL60_24H:BRD-K05456756:3.33333"," 0.57886","0.0040650","BRD-K05456756","BRD-K05456756","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:A10|AML001_HL60_24H_X1_F1B10:A22|AML001_HL60_24H_X2_F1B10:A10|AML001_HL60_24H_X2_F1B10:A22|AML001_HL60_24H_X3_F1B10:A10|AML001_HL60_24H_X3_F1B10:A22"
"AML001_HL60_6H:BRD-A95504714:0.37037"," 0.57923","0.0045872","BRD-A95504714","BRD-A95504714","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:P10|AML001_HL60_6H_X1_F1B10:P22|AML001_HL60_6H_X2_B11:P10|AML001_HL60_6H_X2_B11:P22|AML001_HL60_6H_X3_F1B10:P10|AML001_HL60_6H_X3_F1B10:P22"
"AML001_HL60_6H:BRD-A74382794:3.33333"," 0.57954","0.0020243","BRD-A74382794","BRD-A74382794","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K06|AML001_HL60_6H_X1_F1B10:K18|AML001_HL60_6H_X2_B11:K06|AML001_HL60_6H_X2_B11:K18|AML001_HL60_6H_X3_F1B10:K06|AML001_HL60_6H_X3_F1B10:K18"
"AML001_HL60_6H:BRD-A72796238:3.33333"," 0.58179","0.0034722","BRD-A72796238","BRD-A72796238","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:G06|AML001_HL60_6H_X1_F1B10:G18|AML001_HL60_6H_X2_B11:G06|AML001_HL60_6H_X2_B11:G18|AML001_HL60_6H_X3_F1B10:G06|AML001_HL60_6H_X3_F1B10:G18"
"AML001_HL60_6H:BRD-K05456756:0.37037"," 0.59159","0.0023981","BRD-K05456756","BRD-K05456756","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:B10|AML001_HL60_6H_X1_F1B10:B22|AML001_HL60_6H_X2_B11:B10|AML001_HL60_6H_X2_B11:B22|AML001_HL60_6H_X3_F1B10:B10|AML001_HL60_6H_X3_F1B10:B22"
"AML001_HL60_6H:BRD-K47084999:10"," 0.59181","0.0077220","BRD-K47084999","BRD-K47084999","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:A07|AML001_HL60_6H_X2_B11:A07|AML001_HL60_6H_X3_F1B10:A07"
"AML001_HL60_6H:BRD-K27499107:1.11111"," 0.59591","0.0052448","BRD-K27499107","carbacyclin","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:F03|AML001_HL60_6H_X1_F1B10:F07|AML001_HL60_6H_X1_F1B10:F15|AML001_HL60_6H_X1_F1B10:F19|AML001_HL60_6H_X2_B11:F03|AML001_HL60_6H_X2_B11:F07|AML001_HL60_6H_X2_B11:F15|AML001_HL60_6H_X2_B11:F19|AML001_HL60_6H_X3_F1B10:F03|AML001_HL60_6H_X3_F1B10:F07|AML001_HL60_6H_X3_F1B10:F15|AML001_HL60_6H_X3_F1B10:F19"
"AML001_HL60_24H:BRD-K95149906:3.33333"," 0.60483","0.0051282","BRD-K95149906","BRD-K95149906","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:I08|AML001_HL60_24H_X1_F1B10:I20|AML001_HL60_24H_X2_F1B10:I08|AML001_HL60_24H_X2_F1B10:I20|AML001_HL60_24H_X3_F1B10:I08|AML001_HL60_24H_X3_F1B10:I20"
"AML001_HL60_24H:BRD-K63513868:3.33333"," 0.61145","0.0046296","BRD-K63513868","BRD-K63513868","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:O04|AML001_HL60_24H_X1_F1B10:O16|AML001_HL60_24H_X2_F1B10:O04|AML001_HL60_24H_X2_F1B10:O16|AML001_HL60_24H_X3_F1B10:O04|AML001_HL60_24H_X3_F1B10:O16"
"AML001_HL60_6H:BRD-A75409952:10"," 0.61359","0.0028571","BRD-A75409952","wortmannin","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:M09|AML001_HL60_6H_X1_F1B10:M21|AML001_HL60_6H_X2_B11:M09|AML001_HL60_6H_X2_B11:M21|AML001_HL60_6H_X3_F1B10:M09|AML001_HL60_6H_X3_F1B10:M21"
"AML001_HL60_24H:BRD-A74382794:10"," 0.61646","0.0021231","BRD-A74382794","BRD-A74382794","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:K05|AML001_HL60_24H_X1_F1B10:K17|AML001_HL60_24H_X2_F1B10:K05|AML001_HL60_24H_X2_F1B10:K17|AML001_HL60_24H_X3_F1B10:K05|AML001_HL60_24H_X3_F1B10:K17"
"AML001_HL60_24H:P24"," 0.61763","0.0038023","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:P24|AML001_HL60_24H_X2_F1B10:P24"
"AML001_HL60_24H:BRD-A95504714:1.11111"," 0.61844","0.0026316","BRD-A95504714","BRD-A95504714","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:P09|AML001_HL60_24H_X1_F1B10:P21|AML001_HL60_24H_X2_F1B10:P09|AML001_HL60_24H_X2_F1B10:P21|AML001_HL60_24H_X3_F1B10:P21"
