"Row.names","Connectivity","PValue","pert_id","pert_iname","pert_type","cell_id","pert_idose","pert_itime","distil_id"
"AML001_HL60_6H:BRD-A19037878:3.33333"," 0.20353","0.9498100","BRD-A19037878","trichostatin-a","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:E06|AML001_HL60_6H_X1_F1B10:E18|AML001_HL60_6H_X2_B11:E06|AML001_HL60_6H_X2_B11:E18|AML001_HL60_6H_X3_F1B10:E06|AML001_HL60_6H_X3_F1B10:E18"
"AML001_HL60_6H:A17"," 0.21061","0.9329600","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:A17|AML001_HL60_6H_X3_F1B10:A17"
"AML001_HL60_24H:BRD-K80368509:3.33333"," 0.21520","0.8343300","BRD-K80368509","BRD-K80368509","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:M08|AML001_HL60_24H_X1_F1B10:M20|AML001_HL60_24H_X2_F1B10:M08|AML001_HL60_24H_X2_F1B10:M20|AML001_HL60_24H_X3_F1B10:M08|AML001_HL60_24H_X3_F1B10:M20"
"AML001_HL60_6H:B18"," 0.22131","0.7992600","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:B18|AML001_HL60_6H_X2_B11:B18|AML001_HL60_6H_X3_F1B10:B18"
"AML001_HL60_6H:BRD-K93754473:1.49538"," 0.22210","0.9257000","BRD-K93754473","tamoxifen","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:D03|AML001_HL60_6H_X1_F1B10:D15|AML001_HL60_6H_X2_B11:D03|AML001_HL60_6H_X2_B11:D15|AML001_HL60_6H_X3_F1B10:D03|AML001_HL60_6H_X3_F1B10:D15"
"AML001_HL60_6H:BRD-K85822033:0.37037"," 0.22393","0.8808600","BRD-K85822033","BRD-K85822033","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:D08|AML001_HL60_6H_X1_F1B10:D20|AML001_HL60_6H_X2_B11:D08|AML001_HL60_6H_X2_B11:D20|AML001_HL60_6H_X3_F1B10:D08|AML001_HL60_6H_X3_F1B10:D20"
"AML001_HL60_24H:BRD-K27499107:1.11111"," 0.22531","0.9310300","BRD-K27499107","carbacyclin","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:F03|AML001_HL60_24H_X1_F1B10:F07|AML001_HL60_24H_X1_F1B10:F15|AML001_HL60_24H_X1_F1B10:F19|AML001_HL60_24H_X2_F1B10:F03|AML001_HL60_24H_X2_F1B10:F07|AML001_HL60_24H_X2_F1B10:F15|AML001_HL60_24H_X2_F1B10:F19|AML001_HL60_24H_X3_F1B10:F03|AML001_HL60_24H_X3_F1B10:F07|AML001_HL60_24H_X3_F1B10:F15|AML001_HL60_24H_X3_F1B10:F19"
"AML001_HL60_24H:B05"," 0.22765","0.8926200","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:B05"
"AML001_HL60_24H:BRD-K63513868:0.37037"," 0.23491","0.8460000","BRD-K63513868","BRD-K63513868","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:P04|AML001_HL60_24H_X1_F1B10:P16|AML001_HL60_24H_X2_F1B10:P04|AML001_HL60_24H_X2_F1B10:P16|AML001_HL60_24H_X3_F1B10:P04|AML001_HL60_24H_X3_F1B10:P16"
"AML001_HL60_6H:BRD-K53325797:1.11111"," 0.23717","0.7588800","BRD-K53325797","BRD-K53325797","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:D17|AML001_HL60_6H_X2_B11:D05|AML001_HL60_6H_X2_B11:D17|AML001_HL60_6H_X3_F1B10:D17"
"AML001_HL60_6H:B06"," 0.23813","0.6556800","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:B06|AML001_HL60_6H_X3_F1B10:B06"
"AML001_HL60_24H:BRD-K27316855:1.11111"," 0.24109","0.7631600","BRD-K27316855","calcitriol","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:J09|AML001_HL60_24H_X1_F1B10:J21|AML001_HL60_24H_X2_F1B10:J09|AML001_HL60_24H_X2_F1B10:J21|AML001_HL60_24H_X3_F1B10:J09|AML001_HL60_24H_X3_F1B10:J21"
"AML001_HL60_6H:BRD-K21918725:1.11111"," 0.24207","0.6335400","BRD-K21918725","BRD-K21918725","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:N11|AML001_HL60_6H_X1_F1B10:N23|AML001_HL60_6H_X2_B11:N11|AML001_HL60_6H_X2_B11:N23|AML001_HL60_6H_X3_F1B10:N11|AML001_HL60_6H_X3_F1B10:N23"
"AML001_HL60_6H:BRD-K27316855:1.11111"," 0.24233","0.8098300","BRD-K27316855","calcitriol","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:J09|AML001_HL60_6H_X1_F1B10:J21|AML001_HL60_6H_X2_B11:J09|AML001_HL60_6H_X2_B11:J21|AML001_HL60_6H_X3_F1B10:J09|AML001_HL60_6H_X3_F1B10:J21"
"AML001_HL60_6H:BRD-K63513868:0.37037"," 0.24574","0.7183100","BRD-K63513868","BRD-K63513868","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:P04|AML001_HL60_6H_X1_F1B10:P16|AML001_HL60_6H_X2_B11:P04|AML001_HL60_6H_X2_B11:P16|AML001_HL60_6H_X3_F1B10:P04|AML001_HL60_6H_X3_F1B10:P16"
"AML001_HL60_6H:BRD-A35207501:3.33333"," 0.24759","0.8101300","BRD-A35207501","BRD-A35207501","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:G04|AML001_HL60_6H_X1_F1B10:G16|AML001_HL60_6H_X2_B11:G04|AML001_HL60_6H_X2_B11:G16|AML001_HL60_6H_X3_F1B10:G04|AML001_HL60_6H_X3_F1B10:G16"
"AML001_HL60_24H:BRD-K04986062:3.33333"," 0.25942","0.6949200","BRD-K04986062","BRD-K04986062","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:G02|AML001_HL60_24H_X1_F1B10:G14|AML001_HL60_24H_X2_F1B10:G02|AML001_HL60_24H_X2_F1B10:G14|AML001_HL60_24H_X3_F1B10:G02|AML001_HL60_24H_X3_F1B10:G14"
"AML001_HL60_6H:BRD-K26684619:0.37037"," 0.26436","0.7546600","BRD-K26684619","BRD-K26684619","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:J02|AML001_HL60_6H_X1_F1B10:J14|AML001_HL60_6H_X2_B11:J02|AML001_HL60_6H_X2_B11:J14|AML001_HL60_6H_X3_F1B10:J02|AML001_HL60_6H_X3_F1B10:J14"
"AML001_HL60_6H:BRD-K68552125:10"," 0.26964","0.7887300","BRD-K68552125","phorbol-myristate-acetate","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K07|AML001_HL60_6H_X1_F1B10:K19|AML001_HL60_6H_X2_B11:K07|AML001_HL60_6H_X2_B11:K19|AML001_HL60_6H_X3_F1B10:K07|AML001_HL60_6H_X3_F1B10:K19"
"AML001_HL60_6H:BRD-A19037878:10"," 0.27017","0.7699300","BRD-A19037878","trichostatin-a","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:E05|AML001_HL60_6H_X1_F1B10:E17|AML001_HL60_6H_X2_B11:E05|AML001_HL60_6H_X2_B11:E17|AML001_HL60_6H_X3_F1B10:E05|AML001_HL60_6H_X3_F1B10:E17"
"AML001_HL60_6H:BRD-K65971331:10"," 0.27067","0.7080500","BRD-K65971331","BRD-K65971331","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:E01|AML001_HL60_6H_X1_F1B10:E13|AML001_HL60_6H_X2_B11:E01|AML001_HL60_6H_X2_B11:E13|AML001_HL60_6H_X3_F1B10:E01|AML001_HL60_6H_X3_F1B10:E13"
"AML001_HL60_6H:BRD-K68552125:3.33333"," 0.27239","0.7478300","BRD-K68552125","phorbol-myristate-acetate","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K08|AML001_HL60_6H_X1_F1B10:K20|AML001_HL60_6H_X2_B11:K08|AML001_HL60_6H_X2_B11:K20|AML001_HL60_6H_X3_F1B10:K08|AML001_HL60_6H_X3_F1B10:K20"
"AML001_HL60_6H:BRD-K68552125:0.37037"," 0.27990","0.7477000","BRD-K68552125","phorbol-myristate-acetate","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:L08|AML001_HL60_6H_X1_F1B10:L20|AML001_HL60_6H_X2_B11:L08|AML001_HL60_6H_X2_B11:L20|AML001_HL60_6H_X3_F1B10:L08|AML001_HL60_6H_X3_F1B10:L20"
"AML001_HL60_6H:BRD-K95149906:1.11111"," 0.28049","0.7065800","BRD-K95149906","BRD-K95149906","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:J07|AML001_HL60_6H_X1_F1B10:J19|AML001_HL60_6H_X2_B11:J07|AML001_HL60_6H_X2_B11:J19|AML001_HL60_6H_X3_F1B10:J07|AML001_HL60_6H_X3_F1B10:J19"
"AML001_HL60_6H:BRD-K93754473:4.48614"," 0.28186","0.7123900","BRD-K93754473","tamoxifen","trt_cp","HL60","5 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:C04|AML001_HL60_6H_X1_F1B10:C16|AML001_HL60_6H_X2_B11:C04|AML001_HL60_6H_X2_B11:C16|AML001_HL60_6H_X3_F1B10:C04|AML001_HL60_6H_X3_F1B10:C16"
"AML001_HL60_6H:BRD-A45664787:10"," 0.28672","0.6188600","BRD-A45664787","iloprost","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I11|AML001_HL60_6H_X1_F1B10:I23|AML001_HL60_6H_X1_F1B10:K09|AML001_HL60_6H_X1_F1B10:K21|AML001_HL60_6H_X2_B11:I11|AML001_HL60_6H_X2_B11:I23|AML001_HL60_6H_X2_B11:K09|AML001_HL60_6H_X2_B11:K21|AML001_HL60_6H_X3_F1B10:I11|AML001_HL60_6H_X3_F1B10:I23|AML001_HL60_6H_X3_F1B10:K09|AML001_HL60_6H_X3_F1B10:K21"
"AML001_HL60_6H:BRD-K23623013:0.37037"," 0.29393","0.6173400","BRD-K23623013","UTMB-00042","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:N04|AML001_HL60_6H_X1_F1B10:N16|AML001_HL60_6H_X2_B11:N04|AML001_HL60_6H_X2_B11:N16|AML001_HL60_6H_X3_F1B10:N04|AML001_HL60_6H_X3_F1B10:N16"
"AML001_HL60_6H:P23"," 0.29837","0.2981700","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:P23|AML001_HL60_6H_X2_B11:P23|AML001_HL60_6H_X3_F1B10:P23"
"AML001_HL60_6H:BRD-K43389675:1.11111"," 0.29847","0.3208300","BRD-K43389675","daunorubicin","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:D23|AML001_HL60_6H_X2_B11:D23"
"AML001_HL60_6H:BRD-A34037822:1.11111"," 0.30134","0.4976200","BRD-A34037822","KUC107191N","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:N05|AML001_HL60_6H_X1_F1B10:N17|AML001_HL60_6H_X2_B11:N05|AML001_HL60_6H_X2_B11:N17|AML001_HL60_6H_X3_F1B10:N05|AML001_HL60_6H_X3_F1B10:N17"
"AML001_HL60_6H:BRD-K27499107:3.33333"," 0.30378","0.6074100","BRD-K27499107","carbacyclin","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:E04|AML001_HL60_6H_X1_F1B10:E08|AML001_HL60_6H_X1_F1B10:E16|AML001_HL60_6H_X1_F1B10:E20|AML001_HL60_6H_X2_B11:E04|AML001_HL60_6H_X2_B11:E08|AML001_HL60_6H_X2_B11:E16|AML001_HL60_6H_X2_B11:E20|AML001_HL60_6H_X3_F1B10:E04|AML001_HL60_6H_X3_F1B10:E08|AML001_HL60_6H_X3_F1B10:E16|AML001_HL60_6H_X3_F1B10:E20"
"AML001_HL60_24H:O11"," 0.30582","0.4695700","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X3_F1B10:O11"
"AML001_HL60_6H:BRD-A72796238:10"," 0.30943","0.5792400","BRD-A72796238","BRD-A72796238","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:G05|AML001_HL60_6H_X1_F1B10:G17|AML001_HL60_6H_X2_B11:G05|AML001_HL60_6H_X2_B11:G17|AML001_HL60_6H_X3_F1B10:G05|AML001_HL60_6H_X3_F1B10:G17"
"AML001_HL60_6H:BRD-K74176882:10"," 0.31146","0.4231600","BRD-K74176882","BRD-K74176882","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:O07|AML001_HL60_6H_X1_F1B10:O19|AML001_HL60_6H_X2_B11:O07|AML001_HL60_6H_X2_B11:O19|AML001_HL60_6H_X3_F1B10:O07|AML001_HL60_6H_X3_F1B10:O19"
"AML001_HL60_24H:P12"," 0.31316","0.4100500","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:P12|AML001_HL60_24H_X3_F1B10:P12"
"AML001_HL60_6H:BRD-K47084999:1.11111"," 0.31554","0.3428600","BRD-K47084999","BRD-K47084999","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:B07|AML001_HL60_6H_X1_F1B10:B19|AML001_HL60_6H_X2_B11:B07|AML001_HL60_6H_X2_B11:B19|AML001_HL60_6H_X3_F1B10:B07|AML001_HL60_6H_X3_F1B10:B19"
"AML001_HL60_24H:BRD-A35207501:10"," 0.31968","0.1409400","BRD-A35207501","BRD-A35207501","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:G03|AML001_HL60_24H_X1_F1B10:G15|AML001_HL60_24H_X2_F1B10:G03|AML001_HL60_24H_X2_F1B10:G15|AML001_HL60_24H_X3_F1B10:G03|AML001_HL60_24H_X3_F1B10:G15"
"AML001_HL60_6H:BRD-K95149906:10"," 0.32080","0.5000000","BRD-K95149906","BRD-K95149906","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I07|AML001_HL60_6H_X1_F1B10:I19|AML001_HL60_6H_X2_B11:I07|AML001_HL60_6H_X2_B11:I19|AML001_HL60_6H_X3_F1B10:I07|AML001_HL60_6H_X3_F1B10:I19"
"AML001_HL60_24H:BRD-K74176882:3.33333"," 0.32609","0.5029200","BRD-K74176882","BRD-K74176882","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:O08|AML001_HL60_24H_X1_F1B10:O20|AML001_HL60_24H_X2_F1B10:O08|AML001_HL60_24H_X2_F1B10:O20|AML001_HL60_24H_X3_F1B10:O08|AML001_HL60_24H_X3_F1B10:O20"
"AML001_HL60_6H:BRD-K63513868:10"," 0.32617","0.3451100","BRD-K63513868","BRD-K63513868","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:O03|AML001_HL60_6H_X1_F1B10:O15|AML001_HL60_6H_X2_B11:O03|AML001_HL60_6H_X2_B11:O15|AML001_HL60_6H_X3_F1B10:O03|AML001_HL60_6H_X3_F1B10:O15"
"AML001_HL60_24H:BRD-K64877338:3.33333"," 0.32879","0.1620900","BRD-K64877338","BRD-K64877338","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:K02|AML001_HL60_24H_X1_F1B10:K14|AML001_HL60_24H_X2_F1B10:K02|AML001_HL60_24H_X2_F1B10:K14|AML001_HL60_24H_X3_F1B10:K02|AML001_HL60_24H_X3_F1B10:K14"
"AML001_HL60_6H:P11"," 0.33474","0.3795500","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X2_B11:P11|AML001_HL60_6H_X3_F1B10:P11"
"AML001_HL60_6H:P01"," 0.33568","0.2819800","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X3_F1B10:P01"
"AML001_HL60_6H:BRD-K47084999:3.33333"," 0.33756","0.3283600","BRD-K47084999","BRD-K47084999","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:A08|AML001_HL60_6H_X1_F1B10:A20|AML001_HL60_6H_X2_B11:A08|AML001_HL60_6H_X2_B11:A20|AML001_HL60_6H_X3_F1B10:A08|AML001_HL60_6H_X3_F1B10:A20"
"AML001_HL60_6H:BRD-A19500257:3.33333"," 0.34381","0.4268500","BRD-A19500257","geldanamycin","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K04|AML001_HL60_6H_X1_F1B10:K16|AML001_HL60_6H_X2_B11:K04|AML001_HL60_6H_X2_B11:K16|AML001_HL60_6H_X3_F1B10:K04|AML001_HL60_6H_X3_F1B10:K16"
"AML001_HL60_6H:BRD-K13077924:10"," 0.34496","0.2738900","BRD-K13077924","BRD-K13077924","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:C09|AML001_HL60_6H_X1_F1B10:C21|AML001_HL60_6H_X2_B11:C09|AML001_HL60_6H_X2_B11:C21|AML001_HL60_6H_X3_F1B10:C09|AML001_HL60_6H_X3_F1B10:C21"
"AML001_HL60_24H:BRD-K71879491:3.33333"," 0.34589","0.3800000","BRD-K71879491","tretinoin","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:G12|AML001_HL60_24H_X1_F1B10:G24|AML001_HL60_24H_X2_F1B10:G12|AML001_HL60_24H_X2_F1B10:G24|AML001_HL60_24H_X3_F1B10:G12|AML001_HL60_24H_X3_F1B10:G24"
"AML001_HL60_6H:BRD-K23623013:10"," 0.34906","0.4683200","BRD-K23623013","UTMB-00042","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:M03|AML001_HL60_6H_X1_F1B10:M15|AML001_HL60_6H_X2_B11:M03|AML001_HL60_6H_X2_B11:M15|AML001_HL60_6H_X3_F1B10:M03|AML001_HL60_6H_X3_F1B10:M15"
"AML001_HL60_6H:BRD-K80368509:1.11111"," 0.35568","0.3333300","BRD-K80368509","BRD-K80368509","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:N07|AML001_HL60_6H_X1_F1B10:N19|AML001_HL60_6H_X2_B11:N07|AML001_HL60_6H_X2_B11:N19|AML001_HL60_6H_X3_F1B10:N07|AML001_HL60_6H_X3_F1B10:N19"
"AML001_HL60_24H:BRD-A19500257:1.11111"," 0.35769","0.3525300","BRD-A19500257","geldanamycin","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:L03|AML001_HL60_24H_X1_F1B10:L15|AML001_HL60_24H_X2_F1B10:L03|AML001_HL60_24H_X2_F1B10:L15|AML001_HL60_24H_X3_F1B10:L15"
"AML001_HL60_6H:BRD-A73513677:10"," 0.35934","0.2977500","BRD-A73513677","BRD-A73513677","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:M01|AML001_HL60_6H_X1_F1B10:M13|AML001_HL60_6H_X2_B11:M01|AML001_HL60_6H_X2_B11:M13|AML001_HL60_6H_X3_F1B10:M01|AML001_HL60_6H_X3_F1B10:M13"
"AML001_HL60_6H:BRD-K04986062:10"," 0.36145","0.2759900","BRD-K04986062","BRD-K04986062","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:G01|AML001_HL60_6H_X1_F1B10:G13|AML001_HL60_6H_X2_B11:G01|AML001_HL60_6H_X2_B11:G13|AML001_HL60_6H_X3_F1B10:G01|AML001_HL60_6H_X3_F1B10:G13"
"AML001_HL60_6H:BRD-K05456756:3.33333"," 0.36518","0.2014400","BRD-K05456756","BRD-K05456756","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:A10|AML001_HL60_6H_X1_F1B10:A22|AML001_HL60_6H_X2_B11:A10|AML001_HL60_6H_X2_B11:A22|AML001_HL60_6H_X3_F1B10:A10"
"AML001_HL60_6H:BRD-K65971331:0.37037"," 0.36795","0.3415400","BRD-K65971331","BRD-K65971331","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:F02|AML001_HL60_6H_X1_F1B10:F14|AML001_HL60_6H_X2_B11:F02|AML001_HL60_6H_X2_B11:F14|AML001_HL60_6H_X3_F1B10:F02|AML001_HL60_6H_X3_F1B10:F14"
"AML001_HL60_6H:BRD-K93754473:13.4584"," 0.36809","0.2763200","BRD-K93754473","tamoxifen","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:C03|AML001_HL60_6H_X1_F1B10:C15|AML001_HL60_6H_X2_B11:C03|AML001_HL60_6H_X2_B11:C15|AML001_HL60_6H_X3_F1B10:C03|AML001_HL60_6H_X3_F1B10:C15"
"AML001_HL60_24H:BRD-K41790758:3.33333"," 0.37790","0.1115000","BRD-K41790758","BRD-K41790758","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:G08|AML001_HL60_24H_X1_F1B10:G20|AML001_HL60_24H_X2_F1B10:G08|AML001_HL60_24H_X2_F1B10:G20|AML001_HL60_24H_X3_F1B10:G08|AML001_HL60_24H_X3_F1B10:G20"
"AML001_HL60_6H:BRD-K68552125:1.11111"," 0.38840","0.2803600","BRD-K68552125","phorbol-myristate-acetate","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:L07|AML001_HL60_6H_X1_F1B10:L19|AML001_HL60_6H_X2_B11:L07|AML001_HL60_6H_X2_B11:L19|AML001_HL60_6H_X3_F1B10:L07|AML001_HL60_6H_X3_F1B10:L19"
"AML001_HL60_24H:P01"," 0.39344","0.0781670","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:P01|AML001_HL60_24H_X2_F1B10:P01"
"AML001_HL60_6H:BRD-K63513868:3.33333"," 0.40527","0.1523600","BRD-K63513868","BRD-K63513868","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:O04|AML001_HL60_6H_X1_F1B10:O16|AML001_HL60_6H_X2_B11:O04|AML001_HL60_6H_X2_B11:O16|AML001_HL60_6H_X3_F1B10:O04|AML001_HL60_6H_X3_F1B10:O16"
"AML001_HL60_6H:A18"," 0.40985","0.0300000","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:A18|AML001_HL60_6H_X2_B11:A18|AML001_HL60_6H_X3_F1B10:A18"
"AML001_HL60_24H:BRD-A72796238:1.11111"," 0.41148","0.0579710","BRD-A72796238","BRD-A72796238","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:H05|AML001_HL60_24H_X1_F1B10:H17|AML001_HL60_24H_X2_F1B10:H05|AML001_HL60_24H_X2_F1B10:H17|AML001_HL60_24H_X3_F1B10:H05|AML001_HL60_24H_X3_F1B10:H17"
"AML001_HL60_6H:BRD-A19500257:0.37037"," 0.41274","0.2166900","BRD-A19500257","geldanamycin","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:L04|AML001_HL60_6H_X1_F1B10:L16|AML001_HL60_6H_X2_B11:L04|AML001_HL60_6H_X2_B11:L16|AML001_HL60_6H_X3_F1B10:L04|AML001_HL60_6H_X3_F1B10:L16"
"AML001_HL60_6H:BRD-A34037822:0.37037"," 0.41614","0.1243900","BRD-A34037822","KUC107191N","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:N06|AML001_HL60_6H_X1_F1B10:N18|AML001_HL60_6H_X2_B11:N06|AML001_HL60_6H_X2_B11:N18|AML001_HL60_6H_X3_F1B10:N06|AML001_HL60_6H_X3_F1B10:N18"
"AML001_HL60_6H:O13"," 0.41870","0.0790380","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:O13|AML001_HL60_6H_X2_B11:O13"
"AML001_HL60_24H:BRD-K47084999:10"," 0.42338","0.0804200","BRD-K47084999","BRD-K47084999","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:A07|AML001_HL60_24H_X2_F1B10:A07|AML001_HL60_24H_X3_F1B10:A07"
"AML001_HL60_24H:BRD-A34037822:1.11111"," 0.42346","0.1690400","BRD-A34037822","KUC107191N","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:N05|AML001_HL60_24H_X1_F1B10:N17|AML001_HL60_24H_X2_F1B10:N05|AML001_HL60_24H_X2_F1B10:N17|AML001_HL60_24H_X3_F1B10:N05|AML001_HL60_24H_X3_F1B10:N17"
"AML001_HL60_24H:BRD-A73513677:10"," 0.42547","0.0332330","BRD-A73513677","BRD-A73513677","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:M01|AML001_HL60_24H_X1_F1B10:M13|AML001_HL60_24H_X2_F1B10:M01|AML001_HL60_24H_X2_F1B10:M13|AML001_HL60_24H_X3_F1B10:M01|AML001_HL60_24H_X3_F1B10:M13"
"AML001_HL60_6H:A05"," 0.42621","0.1148800","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:A05"
"AML001_HL60_24H:BRD-K57391913:3.33333"," 0.43227","0.0132740","BRD-K57391913","iloprost","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:E10|AML001_HL60_24H_X1_F1B10:E22|AML001_HL60_24H_X2_F1B10:E10|AML001_HL60_24H_X2_F1B10:E22|AML001_HL60_24H_X3_F1B10:E10|AML001_HL60_24H_X3_F1B10:E22"
"AML001_HL60_24H:P23"," 0.43516","0.1184600","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:P23"
"AML001_HL60_24H:BRD-K05456756:1.11111"," 0.43709","0.0262170","BRD-K05456756","BRD-K05456756","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:B09|AML001_HL60_24H_X1_F1B10:B21|AML001_HL60_24H_X2_F1B10:B09|AML001_HL60_24H_X2_F1B10:B21|AML001_HL60_24H_X3_F1B10:B09|AML001_HL60_24H_X3_F1B10:B21"
"AML001_HL60_6H:BRD-A72498772:10"," 0.43886","0.1250000","BRD-A72498772","BRD-A72498772","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K11|AML001_HL60_6H_X1_F1B10:K23|AML001_HL60_6H_X2_B11:K11|AML001_HL60_6H_X2_B11:K23|AML001_HL60_6H_X3_F1B10:K11|AML001_HL60_6H_X3_F1B10:K23"
